Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/8/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Moldova,MDA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.14,3.64,4.21,3.33,3.6,3.63,3.29,3.47,2.41,3.9,3.94,3.45,3.34,3.32,3.1,3.23,3.5,3.87,4.03,4.02,4.65,4.1,3.79,,,
Madagascar,MDG,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,3.62,2.99,3.74,4.78,4.63,4.14,5.59,4.27,3.58,3.13,2.46,2.38,1.81,2.47,3.29,2.75,2.73,2.71,2.1,2.37,2.71,,,,
Maldives,MDV,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.62,5.26,5.92,6.61,6.25,11.21,7.14,6.01,6.17,6.64,6.5,5.85,4.27,5.08,4.37,5.28,4.62,4.53,4.54,4.08,,5.53,,,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.963882299,,5.527125118,5.012661169,,5.327647982,,7.146824474,4.906177762,5.086714639,5.808474514,5.699136935,9.016715043,8.108366976,8.034719467,8.828955814,8.291029105,,,,
Mexico,MEX,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,18.91,17.3,17.39,18.41,17.14,17.54,13.51,16.11,19.6,19.23,17.28,16.51,17.11,16.27,16.35,16.43,15.05,15.16,15.83,17.25,15.19,12.97,,,
Marshall Islands,MHL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.45064105,15.54854711,16.1991666,16.27912577,16.36050799,16.74905133,16.81453013,15.51932507,13.57477566,14.82811491,13.89535544,12.22853719,13.03019251,13.47983048,13.16749689,15.04482651,15.3710488,14.92643899,14.85925592,14.96920574,16.79070904,15.81164891,14.43870024,,,
North Macedonia,MKD,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,4.15,4.45,5.63,4.21,4.27,4,4.74,4.63,5.77,4.83,3.68,4,4,3.9,3.72,3.72,3.61,3.6,3.58,4.1,4.17,3.81,,,
Mali,MLI,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,2.95,2.2,3.63,4.67,2.22,4.47,3.61,2.37,,2.57,2.95,3.62,,,,4.29,4.09,3.54,4.83,,,,,,
Malta,MLT,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.37,32.6,30.56,31.15,26.78,25.55,28.77,23.2,19.01,14.08,15.43,13,10.88,11.49,6.86,7.45,5.84,6.12,6.55,6.2,9.11,9.23,9.41,,,
Myanmar,MMR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,,,,,,,,,1.43,1.33,1.21,1.2,1.82,3.46,3.08,3.75,2.89,3.08,4.23,2.44,0.78,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.025271257,5.005150263,5.955055647,5.089953726,5.010072395,4.143823155,3.773618877,3.752890624,3.82609204,3.631350316,4.021934555,3.816043147,4.595921638,4.606616809,4.430276542,4.532178418,,,,,,,
Montenegro,MNE,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,3.64,3.58,3.29,3.02,3.69,4.07,4.72,4.48,4.18,3.89,3.84,4.74,3.58,3.8,,,
Mongolia,MNG,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.97,3.9,,4.44,3.92,4.99,5.24,4.22,,,,,,3.46,3.88,5.01,6.45,4.58,4.34,3.47,4.1,4.53,,,,
Northern Mariana Islands,MNP,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,2.08,3.46,4.23,5.13,4.49,4.58,3.34,3.06,2.81,1.83,1.48,2.25,3.01,3.97,3.27,2.83,2.97,2.74,3.72,2.58,2.52,1.89,,,
Mauritania,MRT,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,7.56,4.52,1.85,0.95,1.44,1.6,2.14,1.4,1.38,0.94,1.43,1.24,0.71,0.79,0.97,1.58,1.57,0.69,0.76,0.65,0.88,,,,
Mauritius,MUS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,4.37,4.24,6.17,5.84,12.77,11.7,5.7,5.51,5.25,5.07,4.35,5.12,5.6,9.7,10.83,7.47,5.42,6.08,5.79,5.35,5.14,4.99,,,
Malawi,MWI,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.95,6.64,4.08,3.26,3.53,3.54,3.96,3.49,1.77,5.28,5.15,3.54,3.53,2.15,3.37,3.33,2.51,4.01,3.37,6.34,3.33,4.16,,,,
Malaysia,MYS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16,39.02,37.93,42.83,39.23,38.04,36.07,33.5,23.36,30.11,29.8,25.62,23.12,22.62,23.08,24.01,24.7,25.22,25.08,24.14,26.83,27.04,,,,
North America,NAC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.94402099,14.58162164,14.01435243,13.29038638,13.41172026,12.92402099,12.72365397,12.09498784,11.22898946,13.46311718,13.30950972,12.07713694,11.94703188,12.07012147,11.92020158,12.73334215,12.96312977,13.17222446,12.59875061,12.02104867,13.3819301,12.96723354,12.00068366,,,
Namibia,NAM,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91,4.87,4.22,5.45,5.46,4.83,6.3,4.79,3.99,4.42,3.59,3.62,3.1,3.51,3.02,2.98,3.08,3.08,2.79,2.32,2.34,2.18,2.46,,,
New Caledonia,NCL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.93,5.32,4.96,4.58,4.88,4.56,4.09,3.34,3.25,4.43,3.29,3.37,3.34,3.59,3.37,2.68,,,,,,,,,,
Niger,NER,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76,2.14,4.63,5.21,1.99,3.23,4.5,3.91,1.39,4.54,1.95,3.73,2.35,2.67,2.86,3.7,4.2,3.4,2.66,3.53,1.55,2.28,1.29,,,
Nigeria,NGA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,3.22,4.03,4.76,,,6.28,3.89,9.49,6.68,6.62,3.91,5.54,3.59,3.92,4.7,3.93,3.27,3.08,3.72,3.23,2.76,,,,
Nicaragua,NIC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,3.9,5.24,6.64,5.98,6.14,6.55,5.48,4.1,3.89,4.77,4.4,4.43,4.39,5.25,5.53,4.68,3.86,2.69,2.55,2.84,2.53,2.24,,,
Netherlands,NLD,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.49,17.9,14.67,18.14,19.59,18.74,17.49,15.37,13,13.66,14.54,12.69,12.49,12.39,12.9,13.08,13.27,13.55,13.19,13.54,14.92,12.8,9.57,,,
Norway,NOR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.84,9.86,9.15,9.05,9.47,8.77,8.53,7.76,7.07,7.67,7.45,6.93,7.08,6.91,6.86,6.62,6.88,6.5,6.67,6.62,6.81,6.72,5.98,,,
Nepal,NPL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,,,4.49,,,,,,5.13,6.73,5.27,4.7,3.49,4.74,4.96,5.29,5.29,4.23,4.98,5.12,4.81,,,,
Nauru,NRU,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82,10.1,9.45,9.6,9.68,9.59,9.09,8.56,7.74,8.61,8.32,7.86,7.67,7.55,6.9,7.84,7.52,7.57,7.29,7.42,8.21,7.65,6.92,,,
OECD members,OED,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.58720278,13.31435264,12.45990998,12.03971288,12.20444301,11.77885643,11.46174328,10.26630797,9.526067042,10.40891087,10.85174584,9.571123894,9.235651916,9.30508226,9.392350179,10.13811627,10.17953572,10.15673056,9.804858369,9.811608469,10.8654876,10.34367967,9.111311904,,,
Oman,OMN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,4.62,5.06,,4.6,4.38,2.99,2.81,2.16,2.24,2.4,2.91,2.98,2.38,3.01,3.13,3.66,3.36,4.85,4.44,6.14,4.47,,,,
Other small states,OSS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.69519614,11.87938688,10.18232381,11.34302554,10.42216112,12.38376759,10.61324664,8.009477953,6.704561493,6.122348142,7.369998782,7.367331195,6.754662187,7.235153255,7.232781086,7.481219578,6.939465319,5.986468683,5.85638629,5.504781833,6.209914905,6.212247389,5.58470961,,,
Pakistan,PAK,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.47,4.79,8.7,8.6,6.66,5.06,3.07,3.35,3.56,4.36,3.79,4.59,4.9,4.95,4.69,3.93,4.75,6.5,5.53,,,,
Panama,PAN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.57,8.88,8.47,8.48,8.16,9.08,13.19,10.06,11.09,8.46,9.57,7.67,7.45,6.37,6.57,6.41,6.92,7.8,7.24,8.68,11.49,5.17,3.99,,,
Peru,PER,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89,9.3,8.17,8.9,8.76,8.35,8.66,7.1,7.8,7.68,7.5,7.43,7.84,7.85,9,9.58,9.69,8.86,8.31,8.33,9.26,8.77,,,,
Philippines,PHL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.08,42.41,51.48,48.83,48.33,45.81,44.18,42.68,33.7,33.2,31.63,13.16,24.75,23.01,20.89,27.47,23.98,19.76,22.06,21,24.56,21.75,19.37,,,
Palau,PLW,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,3.23,5.54,3.33,3.87,2.53,2.53,4.38,5.07,2.93,3.13,3.12,,,,,,,
Papua New Guinea,PNG,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,2.61,3.75,3.93,3.21,,,,,,,2.92,2.21,,,,,,,,,,,,,
Poland,POL,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.35,9.06,8.37,7.74,7.55,8.05,8.73,7.81,8.19,9.39,9.81,7.33,8.2,8.54,8.88,9.79,9.24,9.06,8.52,8.35,10.11,9.33,6.34,,,
Pre-demographic dividend,PRE,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.956737698,2.241655902,3.246940893,3.43878687,2.986657169,2.810967704,,,,,,,
Puerto Rico (US),PRI,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.73,8.63,8.12,8.49,7.33,8.78,8.6,8.16,7.48,6.59,5.7,5.04,5.02,4.7,4.68,4.94,5.51,5.64,5.59,6.14,7.02,6.91,5.59,,,
Paraguay,PRY,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.96,8.32,9.38,8.29,9.42,17.48,31.71,27.54,23.22,25.59,27.01,21.56,19.11,17.78,14.55,11.53,15.39,17.77,15.56,20.53,16.21,14.67,13.59,,,
West Bank and Gaza,PSE,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,2.21,3.21,2.77,3.12,2.54,2.58,2.62,3.47,3.1,4.36,3.86,4.11,3.9,4.02,,,,
Pacific island small states,PSS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.391928394,4.530289076,4.039408403,4.758084979,3.154714906,4.4369792,4.482045397,3.856176556,3.196684519,3.564510411,3.607692741,5.21830878,4.131494505,4.592232339,4.554427002,4.36822606,,,,,,,
Post-demographic dividend,PST,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.99907768,14.69308637,14.12391516,13.88479723,14.17100855,13.05191075,12.8232546,12.36561586,11.44597193,12.31028625,12.83993832,11.44323908,11.13751349,11.06091004,11.42057252,12.46094978,12.69609613,12.82983031,12.57576087,12.58155854,13.87411812,13.56990434,12.48802257,,,
French Polynesia,PYF,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.05,5.6,4.82,4.4,5.21,5.07,5.35,4.87,4.76,5.43,6.01,5.64,5.17,5.37,4.95,4.63,4.77,5.05,4.12,4.39,5.25,5.17,4.49,,,
Qatar,QAT,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.65,4.84,5.34,2.7,2.32,4.76,4.13,3.34,3.64,,4.28,,5.26,5.57,5.57,5.69,5.44,5.41,4.99,5.62,5.79,6.73,5.02,,,
Romania,ROU,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.86,7.36,7.44,7.14,7.03,6.74,6.48,6.39,6.49,8.34,9.3,7.98,6.77,7.06,7.08,7.28,7.35,7.1,7.14,7.09,7.69,7.17,6.96,,,
Russian Federation,RUS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,5.1,5.98,5.32,6.42,7.76,8.7,8.6,7.79,7.28,8.53,7.16,7.5,6.84,7.88,9.14,8.4,8.67,9.91,9.36,10.37,9.99,,,,
Rwanda,RWA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.13,6.49,7.62,6.04,9.28,7.08,7.89,8.04,11.72,7.54,6.29,8.31,6.06,8,8.23,8.16,6.31,7.35,5.25,5.08,5.32,4.03,,,
South Asia,SAS,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.119955571,5.613432208,6.445536543,7.672249165,7.725102416,7.398475211,7.448104482,7.016455433,4.093125832,7.191309299,5.966683437,5.623375846,5.019262527,5.404155946,6.145365809,7.81893599,9.048369077,9.402661747,9.076381882,9.148653271,10.47395144,9.15711549,7.427760188,,,
Saudi Arabia,SAU,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,4.88,5.22,5.66,5.28,6.65,7,6.83,6.47,7.49,7.35,8.18,7.44,7.43,7.45,7.48,6.48,7.7,7.52,7.95,7.97,7.45,,,,
Sudan,SDN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84,2.37,1.78,2.22,2.26,1.65,1.59,,,,,,,
Senegal,SEN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,3.35,3.16,2.95,3.7,3.87,4,3.65,2.92,4.13,3.27,2.68,2.18,2.66,2.77,3.81,4.4,4,3.12,3.25,3.75,2.82,,,,
Singapore,SGP,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.81,38.64,38.9,38.87,39.21,11.28,11.26,28.86,26.58,26.59,27.54,23.04,23.04,23.9,23.73,26.98,28.1,27.88,26.61,26.87,32.85,32.88,31.12,,,
Solomon Islands,SLB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27,,1.9,2.72,3.17,2.14,2.32,3.83,3.47,2.6,,,,,,,
Sierra Leone,SLE,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,0.46,,,,,,,,,,,,1.83,4.1,1.61,1.82,2.16,,,,,,,
El Salvador,SLV,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,1.95,1.77,1.8,1.67,2.12,2.23,4.06,3.08,3.12,5.3,4.95,4.9,4.97,5.11,5.39,5.23,5.08,5.27,5.2,5.3,6.52,5.38,,,
San Marino,SMR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Somalia, Fed. Rep.",SOM,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.69,4.38,4.22,3.92,3.8,3.72,3.17,3.96,3.42,3.53,3.63,3.82,4.17,4.05,3.5,,,
Sub-Saharan Africa (excluding high income),SSA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.844746898,6.626954622,6.39845748,6.443228913,,7.363554853,6.957549309,5.650133183,6.144367972,5.93911802,6.057411587,5.06657458,4.941215701,4.764294455,4.727835414,5.187992544,5.132616153,4.70427152,4.518537507,4.782632604,4.879195692,4.719791102,,,,
South Sudan,SSD,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.726179578,6.481435485,6.333457614,6.417672158,7.336498664,7.325495548,6.796095292,5.669490699,6.172194787,6.010945959,6.157844957,4.988237784,4.851167894,4.66221149,4.732477416,5.291303464,5.152922434,4.652642546,4.432304018,4.68800879,4.805865151,4.636637187,,,,
Small states,SST,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.63838371,9.565105343,8.4053666,9.001187302,8.395736324,9.55094722,8.587984306,6.627570656,5.57517493,5.255944077,6.082818399,5.93207503,5.617966032,5.795443048,5.99380667,6.367533742,5.786918712,5.222200614,4.906313372,4.664242609,5.26408938,5.402844221,,,,
Sao Tome and Principe,STP,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.93,2.82,8.17,4.27,6.01,3.4,4.71,2.96,4.21,5.63,5.83,6.3,3.22,4.22,4.34,4.23,4.06,4.21,4.04,3.77,4.38,4.02,3.37,,,
Suriname,SUR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32,5.58,5.85,2.95,3.81,3.33,2.25,4.47,3.03,2.5,3.01,2.78,3.11,2.96,4.24,2.41,2.35,3.96,2.05,2.02,1.46,2.02,2.05,,,
Slovak Republic,SVK,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,6.44,6.63,6.55,6.85,8.34,9.27,13.02,13.62,15.64,15.66,12.95,12.91,14.4,14.57,14.95,14.27,15.14,13.74,13.18,13.19,12.47,10.67,,,
Slovenia,SVN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.53,5.18,5.47,4.76,5.08,4.32,4.32,3.97,4.25,4.73,4.66,3.97,3.57,3.28,3.75,4.05,3.91,3.86,3.67,3.38,3.79,4.16,3.26,,,
Sweden,SWE,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.39,12.49,11.45,10.8,11.55,11.14,10.95,9.81,9.13,10.57,11.34,10.67,9.97,9.67,9.89,10.15,9.81,9.25,9.16,8.99,10.13,9.81,8.69,,,
Eswatini,SWZ,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,2.5,2.76,2.22,2.17,2.2,2.5,3.03,2.31,3.53,2.55,1.84,2.17,2.12,2.13,2.96,2.72,3.07,2.92,2.61,2.33,2.73,,,,
Sint Maarten (Dutch part),SXM,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,1.82,2.97,2.51,3.2,2.94,3.91,2.72,2.31,2.76,2.38,2.29,2.29,2.88,2.2,3.3,2.06,0.91,1.86,2.33,1.82,2.02,,,,
Syrian Arab Republic,SYR,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,1.54,1.77,2.75,3.29,2,1.57,1.06,1.49,2.22,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,2.98,,,,,,,,,,,,,
